code,complexity
"def inorder_morris(root):
    result = []
    current = root
    while current:
        if not current.left:
            result.append(current.val)
            current = current.right
        else:
            pre = current.left
            while pre.right and pre.right != current:
                pre = pre.right
            if not pre.right:
                pre.right = current
                current = current.left
            else:
                pre.right = None
                result.append(current.val)
                current = current.right
    return result ",O(n)
"def preorder_morris(root):
    result = []
    current = root
    while current:
        if not current.left:
            result.append(current.val)
            current = current.right
        else:
            pre = current.left
            while pre.right and pre.right != current:
                pre = pre.right
            if not pre.right:
                result.append(current.val)
                pre.right = current
                current = current.left
            else:
                pre.right = None
                current = current.right
    return result ",O(n)
"def morris_postorder_traversal(root):
    result = []
    dummy = TreeNode(0)
    dummy.left = root
    current = dummy
    while current:
        if not current.left:
            current = current.right
        else:
            pre = current.left
            while pre.right and pre.right != current:
                pre = pre.right
            if not pre.right:
                pre.right = current
                current = current.left
            else:
                temp = []
                node = current.left
                while node != pre.right:
                    temp.append(node.val)
                    node = node.right
                result.extend(temp[::-1])
                pre.right = None
                current = current.right
    return result ",O(n)
"def two_sum_sorted(arr, target):
    left, right = 0, len(arr)-1
    while left < right:
        s = arr[left] + arr[right]
        if s == target:
            return (left, right)
        elif s < target:
            left += 1
        else:
            right -= 1
    return (-1, -1) ",O(n)
"def three_sum_sorted(arr):
    arr.sort()
    result = []
    n = len(arr)
    for i in range(n-2):
        left, right = i+1, n-1
        while left < right:
            s = arr[i] + arr[left] + arr[right]
            if s == 0:
                result.append((arr[i], arr[left], arr[right]))
                left += 1
                right -= 1
            elif s < 0:
                left += 1
            else:
                right -= 1
    return result ",O(n^2)
"def four_sum(arr, target):
    arr.sort()
    result = []
    n = len(arr)
    for i in range(n-3):
        for j in range(i+1, n-2):
            left, right = j+1, n-1
            while left < right:
                s = arr[i] + arr[j] + arr[left] + arr[right]
                if s == target:
                    result.append((arr[i], arr[j], arr[left], arr[right]))
                    left += 1
                    right -= 1
                elif s < target:
                    left += 1
                else:
                    right -= 1
    return result ",O(n^3)
"def count_subarrays_with_sum(arr, k):
    count = 0
    for i in range(len(arr)):
        s = 0
        for j in range(i, len(arr)):
            s += arr[j]
            if s == k:
                count += 1
    return count ",O(n^2)
"def longest_substring_k_distinct(s, k):
    from collections import defaultdict
    char_map = defaultdict(int)
    left = 0
    max_len = 0
    for right, char in enumerate(s):
        char_map[char] += 1
        while len(char_map) > k:
            char_map[s[left]] -= 1
            if char_map[s[left]] == 0:
                del char_map[s[left]]
            left += 1
        max_len = max(max_len, right - left + 1)
    return max_len ",O(n)
"def min_window_substring(s, t):
    from collections import Counter
    dict_t = Counter(t)
    required = len(dict_t)
    l, r = 0, 0
    formed = 0
    window_counts = {}
    ans = float('inf'), None, None
    while r < len(s):
        character = s[r]
        window_counts[character] = window_counts.get(character, 0) + 1
        if character in dict_t and window_counts[character] == dict_t[character]:
            formed += 1
        while l <= r and formed == required:
            character = s[l]
            if r - l + 1 < ans[0]:
                ans = (r - l + 1, l, r)
            window_counts[character] -= 1
            if character in dict_t and window_counts[character] < dict_t[character]:
                formed -= 1
            l += 1
        r += 1
    return '' if ans[0] == float('inf') else s[ans[1]:ans[2]+1] ",O(n)
"def find_anagrams(s, p):
    from collections import Counter
    p_count = Counter(p)
    s_count = Counter()
    result = []
    p_length = len(p)
    for i, char in enumerate(s):
        s_count[char] += 1
        if i >= p_length:
            if s_count[s[i-p_length]] == 1:
                del s_count[s[i-p_length]]
            else:
                s_count[s[i-p_length]] -= 1
        if s_count == p_count:
            result.append(i - p_length + 1)
    return result ",O(n)
"def evaluate_rpn(tokens):
    stack = []
    for token in tokens:
        if token not in '+-*/':
            stack.append(int(token))
        else:
            b = stack.pop()
            a = stack.pop()
            if token == '+':
                stack.append(a+b)
            elif token == '-':
                stack.append(a-b)
            elif token == '*':
                stack.append(a*b)
            else:
                stack.append(int(a/b))
    return stack[0] ",O(n)
"def basic_calculator(s):
    stack = []
    current_num = 0
    sign = 1
    result = 0
    for char in s:
        if char.isdigit():
            current_num = current_num * 10 + int(char)
        elif char == '+':
            result += sign * current_num
            current_num = 0
            sign = 1
        elif char == '-':
            result += sign * current_num
            current_num = 0
            sign = -1
        elif char == '(':
            stack.append(result)
            stack.append(sign)
            result = 0
            sign = 1
        elif char == ')':
            result += sign * current_num
            current_num = 0
            result *= stack.pop()
            result += stack.pop()
    return result + sign * current_num ",O(n)
"def expression_tree_evaluation(root):
    if not root:
        return 0
    if not root.left and not root.right:
        return int(root.val)
    left_val = expression_tree_evaluation(root.left)
    right_val = expression_tree_evaluation(root.right)
    if root.val == '+':
        return left_val + right_val
    elif root.val == '-':
        return left_val - right_val
    elif root.val == '*':
        return left_val * right_val
    else:
        return left_val / right_val ",O(n)
"def bst_to_sorted_list(root):
    result = []
    def inorder(node):
        if not node:
            return
        inorder(node.left)
        result.append(node.val)
        inorder(node.right)
    inorder(root)
    return result ",O(n)
"def sorted_list_to_bst(nums):
    def helper(l, r):
        if l > r:
            return None
        m = (l + r) // 2
        node = TreeNode(nums[m])
        node.left = helper(l, m-1)
        node.right = helper(m+1, r)
        return node
    return helper(0, len(nums)-1) ",O(n)
"def validate_bst(root, low=float('-inf'), high=float('inf')):
    if not root:
        return True
    if not (low < root.val < high):
        return False
    return validate_bst(root.left, low, root.val) and validate_bst(root.right, root.val, high) ",O(n)
"def lowest_common_ancestor_bt(root, p, q):
    if not root or root == p or root == q:
        return root
    left = lowest_common_ancestor_bt(root.left, p, q)
    right = lowest_common_ancestor_bt(root.right, p, q)
    if left and right:
        return root
    return left or right ",O(n)
"def serialize_tree(root):
    def helper(node):
        if not node:
            vals.append('#')
        else:
            vals.append(str(node.val))
            helper(node.left)
            helper(node.right)
    vals = []
    helper(root)
    return ' '.join(vals) ",O(n)
"def deserialize_tree(data):
    def helper(vals):
        if vals[0] == '#':
            vals.pop(0)
            return None
        node = TreeNode(int(vals.pop(0)))
        node.left = helper(vals)
        node.right = helper(vals)
        return node
    vals = data.split()
    return helper(vals) ",O(n)
"def find_missing_numbers(nums):
    full_set = set(range(min(nums), max(nums)+1))
    return list(full_set - set(nums)) ",O(n)
"def two_sum_unsorted(nums, target):
    seen = {}
    for num in nums:
        if target - num in seen:
            return True
        seen[num] = True
    return False ",O(n)
"def three_sum_closest(nums, target):
    nums.sort()
    closest = float('inf')
    for i in range(len(nums)-2):
        left, right = i+1, len(nums)-1
        while left < right:
            s = nums[i] + nums[left] + nums[right]
            if abs(s - target) < abs(closest - target):
                closest = s
            if s < target:
                left += 1
            else:
                right -= 1
    return closest ",O(n^2)
"def four_sum(arr, target):
    arr.sort()
    result = []
    n = len(arr)
    for i in range(n-3):
        for j in range(i+1, n-2):
            left, right = j+1, n-1
            while left < right:
                s = arr[i] + arr[j] + arr[left] + arr[right]
                if s == target:
                    result.append((arr[i], arr[j], arr[left], arr[right]))
                    left += 1
                    right -= 1
                elif s < target:
                    left += 1
                else:
                    right -= 1
    return result ",O(n^3)
"def count_subarrays_with_product_less_than_k(nums, k):
    if k <= 1:
        return 0
    prod = 1
    count = left = 0
    for right, val in enumerate(nums):
        prod *= val
        while prod >= k:
            prod //= nums[left]
            left += 1
        count += right - left + 1
    return count ",O(n)
"def longest_common_prefix(strs):
    if not strs:
        return ''
    prefix = strs[0]
    for s in strs[1:]:
        while s.find(prefix) != 0:
            prefix = prefix[:-1]
            if not prefix:
                return ''
    return prefix ",O(n*m)
"def find_longest_word(words):
    longest = ''
    for word in words:
        if len(word) > len(longest):
            longest = word
    return longest ",O(n)
"def sort_by_frequency(s):
    from collections import Counter
    counts = Counter(s)
    return ''.join(sorted(s, key=lambda x: counts[x])) ",O(nlogn)
"def longest_increasing_subsequence_binary_search(nums):
    import bisect
    sub = []
    for num in nums:
        pos = bisect.bisect_left(sub, num)
        if pos == len(sub):
            sub.append(num)
        else:
            sub[pos] = num
    return len(sub) ",O(nlogn)
"def merge_intervals_recursive(intervals):
    if not intervals:
        return []
    intervals.sort(key=lambda x: x[0])
    def merge_recursive(lst):
        if len(lst) <= 1:
            return lst
        merged = []
        i = 0
        while i < len(lst):
            current = lst[i]
            while i+1 < len(lst) and lst[i+1][0] <= current[1]:
                current = [current[0], max(current[1], lst[i+1][1])]
                i += 1
            merged.append(current)
            i += 1
        return merged
    return merge_recursive(intervals) ",O(nlogn)
